year_film,year_ceremony,film,count of year_ceremony,,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience,winner
2016,2017,Passengers,2,110000000,14869736,100014699,303144152,7,41,30,63,
2016,2017,Rogue One: A Star Wars Story,2,200000000,155081681,532177324,1056057720,7.8,65,84,86,
2016,2017,Silence,1,46000000,130880,7100177,23834809,7.2,79,83,69,
2016,2017,Sing,1,75000000,35258145,270448425,634208384,7.1,59,72,72,
2016,2017,Star Trek Beyond,1,185000000,59253211,158848340,343471816,7.1,68,86,80,
2016,2017,Suicide Squad,1,175000000,133682248,325100054,746846894,6,40,26,59,
2016,2017,Sully,1,60000000,35028301,125070033,240797623,7.4,74,85,84,
2016,2017,The Jungle Book,1,175000000,103261464,364001123,966554929,7.4,77,94,86,
2016,2017,Trolls,1,125000000,46581142,153707064,346864886,6.5,55,75,67,
2016,2017,Zootopia,1,150000000,75063401,341268248,1023792558,8,78,98,92,
2017,2018,All the Money in the World,1,50000000,5584684,25113707,56996304,6.8,72,79,65,
2017,2018,Baby Driver,3,34000000,20553320,107825862,2269455087,7.6,86,92,86,
2017,2018,Beauty and the Beast,2,160000000,174750616,504481165,1264434525,7.1,65,71,80,
2017,2018,Blade Runner 2049,5,150000000,32753122,92054159,259334548,8,81,88,81,
2017,2018,Coco,2,175000000,50802605,210460015,807817888,8.4,81,97,94,
2017,2018,Darkest Hour,6,30000000,175006,56468410,150847274,7.4,75,84,82,
2017,2018,Dunkirk,8,100000000,50513488,189740665,526949403,7.8,94,92,81,
2017,2018,Ferdinand,1,111000000,13401586,84410380,296069199,6.7,58,72,51,
2017,2018,Get Out,4,4500000,33377060,176040665,255589157,7.7,85,98,86,
2017,2018,Guardians of the Galaxy Vol. 2,1,200000000,146510104,389813101,863756051,7.6,67,85,87,
2017,2018,"I, Tonya",3,11000000,264155,30014539,53939297,7.5,77,90,88,
2017,2018,Kong: Skull Island,1,185000000,61025472,168052812,566652812,6.6,62,75,69,
2017,2018,Lady Bird,5,10000000,364437,48958273,78966486,7.4,94,99,79,
2017,2018,Logan,1,97000000,88411916,226277068,619179950,8.1,77,93,90,
2017,2018,Loving Vincent,1,5000000,23180,6735118,42187665,7.8,62,84,86,
2017,2018,Marshall,1,12000000,3000805,10051659,10116816,7.3,66,80,84,
2017,2018,Molly's Game,1,30000000,2349967,28780744,59284015,7.4,71,81,84,
2017,2018,Phantom Thread,6,35000000,216495,21198205,47756590,7.5,90,91,71,
2017,2018,"Roman J. Israel, Esq.",1,22000000,61999,11962778,13025860,6.5,58,55,53,
2017,2018,Star Wars: The Last Jedi,4,317000000,220009584,620181382,1332698830,7,84,90,42,
2017,2018,The Big Sick,1,5000000,421577,42873127,56411585,7.5,86,98,88,
2017,2018,The Boss Baby,1,125000000,50198902,175003033,527965936,6.3,50,53,51,
2017,2018,The Disaster Artist,1,10000000,1211345,21120616,29820616,7.4,76,91,85,
2017,2018,The Florida Project,1,2000000,157553,5904366,10971298,7.6,92,96,80,
2017,2018,The Greatest Showman,1,84000000,8805843,174340174,435440980,7.6,48,57,86,
2017,2018,The Insult,1,3000000,24957,1001305,3601603,7.7,72,86,89,
2017,2018,The Post,2,50000000,526011,81903458,179777947,7.2,83,88,73,
2017,2018,The Shape of Water,13,19400000,166564,63859435,195333312,7.3,87,92,72,
2017,2018,"Three Billboards outside Ebbing, Missouri",7,15000000,322168,54513740,160192267,8.1,88,90,87,
2017,2018,Victoria & Abdul,2,21000000,158845,22245070,66558465,6.8,58,66,68,
2017,2018,War for the Planet of the Apes,1,150000000,56262929,146880162,490719763,7.4,82,94,84,
2017,2018,Wonder,1,20000000,27547866,132422809,306209289,8,66,86,88,
2018,2019,A Quiet Place,1,17000000,50203562,188024361,340952971,7.5,82,96,83,
2018,2019,A Star Is Born,8,36000000,42908051,215288866,436188866,7.6,88,90,79,
2018,2019,Avengers: Infinity War,1,321000000,257698183,678815482,2048359754,8.4,68,85,91,
2018,2019,Black Panther,7,200000000,202003951,700426566,1347597973,7.3,88,96,79,
2018,2019,BlacKkKlansman,6,15000000,10845330,49275340,93400823,7.5,83,96,83,
2018,2019,Bohemian Rhapsody,5,52000000,51061119,216668042,905118072,8,49,60,85,
2018,2019,Can You Ever Forgive Me?,3,10000000,161510,8803865,12442161,7.1,87,98,81,
2018,2019,Capernaum,1,4000000,24988,1661096,64417003,8.4,75,90,93,
2018,2019,Christopher Robin,1,75000000,24585139,99215042,197744377,7.3,60,72,83,
2018,2019,First Man,4,59000000,16006065,44936545,105702570,7.3,84,87,67,
2018,2019,Green Book,5,23000000,320429,85080171,321752656,8.2,69,78,91,
2018,2019,If Beale Street Could Talk,3,12000000,224476,14915773,20596567,7.1,87,95,71,
2018,2019,Incredibles 2,1,200000000,182687905,608581744,1243089244,7.6,80,93,84,
2018,2019,Mary Poppins Returns,4,130000000,23523121,171958438,349546142,6.7,66,80,65,
2018,2019,Mary Queen of Scots,2,25000000,194777,16468499,46712809,6.3,60,62,41,
2018,2019,Ralph Breaks the Internet,1,175000000,56237634,201091711,529323962,7,7.1,88,65,
2018,2019,Ready Player One,1,175000000,41764050,137690172,582893671,7.4,64,72,77,
2018,2019,Solo: A Star Wars Story,1,275000000,84420489,213767512,392924807,6.9,62,69,64,
2018,2019,Spider-Man: Into the Spider-Verse,1,90000000,35363376,190241310,375540831,8.4,87,97,93,
2018,2019,The Favourite,10,15000000,422410,34366783,95918706,7.5,91,93,69,
2018,2019,Vice,8,60000000,7768371,47836282,76073488,7.2,61,65,60,
2019,2020,1917,10,95000000,576216,159227644,384965466,8.3,78,89,88,
2019,2020,A Beautiful Day in the Neighborhood,1,25000000,13251238,61704055,67760877,7.3,80,95,92,
2019,2020,Ad Astra,1,90000000,19001398,50188370,127461872,6.5,80,83,40,
2019,2020,Avengers: Endgame,1,365000000,357115007,858373000,2797501328,8.4,78,94,90,
2019,2020,Bombshell,3,32000000,319157,31762808,61404394,6.8,64,68,84,
2019,2020,Breakthrough,1,14000000,11282333,40713082,50444358,6.3,46,63,79,
2019,2020,Ford v Ferrari,4,97600000,31474958,117624357,225508210,8.1,81,92,98,
2019,2020,Frozen II,1,150000000,130263358,477373578,1450026933,6.9,64,78,92,
2019,2020,Harriet,2,17000000,11676720,43082155,43347017,6.6,66,73,97,
2019,2020,How to Train Your Dragon: The Hidden World,1,129000000,55022245,160799505,525753570,7.5,71,90,86,
2019,2020,Jojo Rabbit,6,14000000,349555,33370906,90335025,7.9,58,80,94,
2019,2020,Joker,11,55000000,96202337,335451311,1074251311,8.4,59,68,88,
2019,2020,Knives Out,1,40000000,26769548,165363234,311401379,7.9,82,97,92,
2019,2020,Little Women,6,40000000,16755310,108101214,216601214,7.8,91,95,92,
2019,2020,Maleficent: Mistress of Evil,1,185000000,36948713,113929605,491730089,6.6,43,39,95,
2019,2020,Missing Link,1,100000000,5944950,16649539,26565710,6.7,68,88,67,
2019,2020,Once upon a Time...in Hollywood,10,90000000,41082018,142502728,374375059,7.6,83,85,70,
2019,2020,Parasite,6,11400000,393216,53369749,258822018,8.6,96,98,90,
2019,2020,Richard Jewell,1,45000000,4705265,22345542,43745542,7.5,68,77,96,
2019,2020,Rocketman,1,40000000,25725722,96368160,195179299,7.3,69,89,88,
2019,2020,Star Wars: The Rise of Skywalker,3,275000000,177383864,515202542,1074144248,6.6,53,51,86,
2019,2020,The Lion King,1,260000000,191770759,543638043,1657870986,6.9,55,52,88,
2019,2020,Toy Story 4,2,200000000,120908065,434038008,1073394593,7.7,84,97,94,
2020,2021,Emma,2,10000000,234482,10055355,26367107,6.7,71,87,72,
2020,2021,Tenet,2,205000000,9353090,58456624,363656624,7.4,69,70,76,
